auser_lfst_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,frnt_ntds_prfn_cont,dgtl_hmpl_prfn_cont,lsur_car_prfn_cont,bty_prfn_cont,lilhd_kchn_prfn_cont,sprt_fshn_prfn_cont,grcs_helth_prfn_cont,jrny_prfn_cont,fshn_wear_prfn_cont,auser_fshn_stff_prfn_cont,lfst_cd,info_obtn_site_url
D***2,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,서초구,방배2동,,삼성,알뜰폰(MVNO),,,,,,,식품/건강,,,,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=27187305&lseq=397375&pgmID=316491&mseq=A00323-L_LETC-SPRD
D***4,201905**,F,4,,,      ,          ,,대전,유성구,전민동,,,,,,,,,스포츠패션,,,,,스포츠패션,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2346497380&appId=01&appType=appmw&appVCA=824&deviceID=3a80a438-6a4a-3a2c-9e35-5c873f0f8911&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***9,201905**,F,2,,,      ,          ,,경기,오산시,원동,,,,,,,,생활/주방,,,,,,생활/주방,http://mitem.auction.co.kr/ItemDescription?ItemNo=B285176437
D***3,201905**,M,3,,,      ,          ,,서울,관악구,서림동,,,,,,레저/자동차,,,,,,,,디지털/가전,http://mitem.auction.co.kr/ItemDescription?ItemNo=B723631431
D***5,201905**,M,5,,,      ,          ,,서울,노원구,하계1동,,,,,,,,,,,,패션의류,,패션잡화,http://display.cjmall.com/m/item/55498924?channelCode=50001002&shop_id=201903269324&rPIC=Oclock
D***7,201905**,M,3,,,      ,          ,,서울,강서구,화곡4동,,,,,,,,생활/주방,,,,,,생활/주방,http://gmapi.gmarket.co.kr/api/Search/GetRecommendKeyword?primeKeyword=방한텐트&needDiver=true
D***0,201905**,F,2,,,      ,          ,,부산,강서구,신호동,,,,,,,,,,,,,패션잡화,패션잡화,http://mitem.auction.co.kr/ItemDescription?ItemNo=B736694487
D***5,201905**,F,3,,,      ,          ,,인천,연수구,송도동,,,,,,,,생활/주방,,,,,,뷰티,http://m.gsshop.com/section/broad/alarm/addPage?type=PRDID&prdId=50363745&prdName=[LG생활건강]히말라야+핑크솔트+화이트라벨+치약+싱글SET&returnUrl=/prd/prd.gs?prdid=50363745
D***8,201905**,M,4,,,      ,          ,,서울,강남구,개포1동,,,,,,,,생활/주방,,,,,,디지털/가전,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1978322434&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***5,201905**,F,2,,,      ,          ,,경기,부천시 소사구,소사본3동,,,,,,,,,,,,패션의류,,생활/주방,"http://tracking.feeldmc.com/tracking/gather/pixel?ver=1.2.0&event_type=ADD_TO_CART&pixel_id=151903095379191&product_catalog_id=210640496134194&c_id=80bd3766-ba35-77b4-3200-eb3080b782a2&ak=undefined&content_ids=54319686&value=9900&user_agent=Mozilla/5.0+(Linux;+Android+7.0;+SM-N920K+Build/NRD90M;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/73.0.3683.90+Mobile+Safari/537.36+OSHOPPING(os=android;osVersion=7.0;deviceModel=SM-N920K;serviceName=cjmall;serviceVersion=6.5.1;serviceBuildVersion=653;serverStatus=prd;)&platform=Linux+armv8l&referrer=http://display.cjmall.com/m/search/searchAllList?searchType=ALL&k=에이치커넥트"
D***4,201905**,M,5,,,      ,          ,,경기,수원시 장안구,연무동,,,,,,,,,,식품/건강,,,,생활/주방,http://gmapi.gmarket.co.kr/api/Search/GetRecommendKeyword?primeKeyword=매일두유&needDiver=true
D***9,201905**,M,3,,,      ,          ,,서울,종로구,명륜동3가,,,,,,,,,,,여행,,,여행,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2410330973&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***7,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,인천,부평구,부개3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,KT,,,,,,,식품/건강,,,,생활/주방,http://mitem.auction.co.kr/ItemDescription?ItemNo=B645676817
D***3,201905**,M,4,,,      ,          ,,경기,용인시 기흥구,청덕동,,,,,,,,,,식품/건강,,,,식품/건강,http://m.coupang.com/vm/products/46427533/items/164863715/offers/banner?vendorItemId=3390106677&sdpVisitKey=2og83nadj685gwrp4o
D***3,201905**,M,2,,,      ,          ,,부산,영도구,영선동3가,,,,,,,,,,,,,패션잡화,패션잡화,http://m.gsshop.com/deal/deal.gs?dealNo=50129082&brandid=8430&rank=4
D***4,201905**,M,4,,,      ,          ,,경기,화성시,진안동,,,,,디지털/가전,,,,,,,,,디지털/가전,http://gmapi.gmarket.co.kr/api/Search/GetRecommendKeyword?primeKeyword=와이어리스&needDiver=true
D***8,201905**,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,안양시 동안구,호계2동,,애플,SKT,,,,,,,식품/건강,,,,식품/건강,http://mitem.gmarket.co.kr/ItemDetail/SellerItemDetail?goodscode=1529727953
D***4,201905**,F,3,,,      ,          ,,광주,광산구,장덕동,,,,,,,,생활/주방,,,,,,생활/주방,http://m.gsshop.com/prd/prd.gs?prdid=23849762&rank=228&mseq=409411&_=1565869233105
D***0,201905**,M,5,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경남,사천시,용현면,,삼성,SKT,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/saveConversionLog.tmall?prdNo=1977808051&eventDomainYN=N&actionType=basket&noCache=1560056381560
D***4,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,오피스텔,서울,영등포구,문래동6가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1645270401&trTypeCd=MAS05&trCtgrNo=950075&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***8,201905**,F,3,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정6동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,,,,,,,,,패션의류,,생활/주방,http://mitem.auction.co.kr/ItemDescription?ItemNo=A949485038
D***5,201905**,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,신촌동,,LG,LG U+,,,,뷰티,,,,,,,레저/자동차,http://mapi.wemakeprice.com/app/deal/deal_info/3951747?search_keyword=더샘&device_type=android&no=1&source=dealsearch&recommend_type=0&os_type=2&_service=5&os=android&app_version=4.40.1&extservice=ad&menu_loc_id=0&version=4.40.1&os_version=23&intro=0&tablet2=2&tablet1=480
D***8,201905**,M,4,,,      ,          ,,부산,수영구,남천동,,,,,,,,,,,,패션의류,,패션잡화,http://mapi.wemakeprice.com/app/deal/deal_info/3947440?device_type=android&app_version=4.40.1&menu_loc_id=0&version=4.40.1&recommend_type=0&os_type=2&os_version=23&intro=0&tablet2=2&os=android&tablet1=480
D***1,201905**,M,5,,,      ,          ,,경기,수원시 권선구,호매실동,,,,,,,,,,,,패션의류,,패션잡화,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2264184670&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***7,201905**,F,2,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,경기,화성시,우정읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,,,,,,,,,,패션잡화,뷰티,http://mitem.auction.co.kr/ItemDescription?ItemNo=A521839512
D***5,201905**,M,3,,,      ,          ,,서울,서대문구,홍은1동,,,,,,,,,,식품/건강,,,,뷰티,"http://uts.auction.co.kr/ub/add/1/event/page/ma;SL1.0?url=app://com.ebay.kr.auction.7.1.10/vip&act=click&acode=1BCC&atype=buyitnow&avalue={""categoryno"":""51280300"",""itemno"":""B605889074""}"
D***4,201905**,M,4,,,      ,          ,,전남,목포시,옥암동,,,,,,,,,,식품/건강,,,,식품/건강,http://mitem.auction.co.kr/ItemDescription?ItemNo=B345652617
D***8,201905**,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,금곡동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=466725090&trTypeCd=MAS05&trCtgrNo=950075&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***5,201905**,M,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,남구,진월동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,가구/인테리어,,,,,,,,,,가구/인테리어,http://mitem.auction.co.kr/ItemDescription?ItemNo=A500323197
D***7,201905**,M,4,,,      ,          ,,대전,서구,변동,,,,,,,,,,식품/건강,,,,생활/주방,http://m.hnsmall.com/goods/view/14016035?channel_code=20695&utm_source=Buzzvil_Relay&utm_medium=DA&utm_campaign=TV_Food_14016035&system=app
D***0,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,강릉시,교동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,,,패션의류,,디지털/가전,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1892450755&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***7,201905**,F,3,"교직 (교사, 유치원교사, 학원강사)",600~699만원,아니오,          ,단독주택,경남,창원시 진해구,석동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,,뷰티,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1517721405&seq=0853fdd696394ef2aebbfb1badeb59e7&IsSmartDelivery=False&CustNo=TM4MR38TNjIxNE45NDIxNjAzNjF/Rw==&IsShowCertInfo=True&IsOrg=false
D***6,201905**,F,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 원미구,중4동,,LG,LG U+,,,,뷰티,,,,,,,뷰티,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1266640289&seq=c031561f5b6b468496889563784592cc&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***7,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",,      ,          ,,대전,유성구,노은동,,,,,,,,,,,,패션의류,,레저/자동차,"http://m.gsshop.com/deal/deal.gs?dealNo=50060575&svcid=pc&dseq=0&lseq=404762&bnclick=prd-tbuy_prdTbuyA_RelatedItemItemArViewComp&imp=38030760,37420681,50060575,38032405,38151690,50179037,50394975,38031374&rank=3"
D***3,201905**,M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,금촌1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,알뜰폰(MVNO),,,레저/자동차,,,,,,,,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B624817709
D***6,201905**,F,2,"학생 (초중고학생, 대학생, 대학원생)",900~999만원,아니오,          ,아파트/ 주상복합,서울,중구,회현동1가,,삼성,SKT,,,,,생활/주방,,,,,,생활/주방,http://m.coupang.com/vm/products/89913722/items/280598976/offers/banner?vendorItemId=4743488102&sdpVisitKey=5879we4tva592ufnmw
D***4,201905**,M,4,,,      ,          ,,부산,연제구,연산9동,기타 (승합차/트럭/화물차/기타 차량 등),,,,,,,,,,,,패션잡화,가구/인테리어,http://mapi.wemakeprice.com/app/deal/deal_info/4409933?device_type=android&app_version=4.40.1&menu_loc_id=0&version=4.40.1&recommend_type=0&os_type=2&os_version=23&intro=0&tablet2=2&os=android&tablet1=480
D***8,201905**,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,미아동,,LG,LG U+,,,,,,,,,,패션잡화,패션잡화,http://m.gsshop.com/deal/deal.gs?dealNo=50095115&mseq=A00061-L-42&arm=2-F-U&expId=today_open&fromApp=Y
D***4,201905**,F,2,,,      ,          ,,충북,청주시 상당구,방서동,,,,,,,,,,,,패션의류,,패션의류,http://display.cjmall.com/m/item/51108150?channelCode=50001002&k=에이치커넥트&shop_id=2002112507
D***9,201905**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,아파트/ 주상복합,부산,금정구,부곡3동,,삼성,SKT,,디지털/가전,,,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=625615583&seq=c4f31a64313b42e7ba79d8f4f5ba82c8&IsSmartDelivery=False&CustNo=DE5NR38zMjUxOY03MDA2MzA0MTh/Rw==&IsShowCertInfo=True&IsOrg=false
D***4,201905**,M,4,,,      ,          ,,경기,구리시,수택1동,,,,,디지털/가전,,,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=333799838&seq=d8b156c5e23f46eab66f1e85a0ccb5c3&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***2,201905**,M,4,,,      ,          ,,경기,화성시,봉담읍,,,,,,,,,,식품/건강,,,,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=24074591&mseq=A00451-BB-2&fromApp=Y
D***0,201905**,M,2,,,      ,          ,,전남,여수시,신기동,,,,,,,,,,,,패션의류,,패션의류,http://mitem.auction.co.kr/ItemDescription?ItemNo=B576482370
D***5,201905**,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100만원 미만,아니오,          ,오피스텔,광주,북구,문흥동,,삼성,LG U+,,,,뷰티,,,,,,,뷰티,"http://uts.gmarket.co.kr/ub/add/1/event/page/ma;SL1.0?url=app://com.ebay.kr.gmarket.8.4.1/item&act=click&acode=716610037&atype=cart&avalue={""goodscode"" : ""1579767721""}"
D***3,201905**,F,3,,,      ,          ,,경기,양평군,강상면,,,,,,레저/자동차,,,,,,,,디지털/가전,http://mitem.auction.co.kr/ItemDescription?ItemNo=B730601548
D***0,201905**,M,3,,,      ,          ,,강원,원주시,우산동,,,,,,,뷰티,,,,,,,뷰티,http://mapi.wemakeprice.com/app/deal/deal_info/4405371?search_keyword=아모레+샴푸&device_type=android&no=13&source=dealsearch&recommend_type=0&os_type=2&_service=3&os=android&app_version=4.40.1&_no=14&menu_loc_id=0&version=4.40.1&os_version=23&intro=0&tablet2=2&tablet1=480
D***5,201905**,M,4,,,      ,          ,,충남,보령시,동대동,,,,,,,,생활/주방,,,,,,생활/주방,http://m.coupang.com/vm/products/42761521/items/154915814/offers/banner?vendorItemId=3361874174&sdpVisitKey=unbvnmskc9tyxg9c8a
D***4,201905**,M,4,,,      ,          ,,서울,양천구,신정동,,,,,,,뷰티,,,,,,,뷰티,"http://uts.gmarket.co.kr/ub/add/1/event/page/ma;SL1.0?url=app://com.ebay.kr.gmarket.8.4.1/item&act=click&acode=716610037&atype=cart&avalue={""goodscode"" : ""1550101634""}"
D***2,201905**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,기타 ,인천,연수구,연수동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,,,,,,,,,패션의류,,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=344185301&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***0,201905**,M,4,무직,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,전남,목포시,용해동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,,,패션의류,,뷰티,http://mitem.auction.co.kr/ItemDescription?ItemNo=B594427214
D***0,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,동대문구,이문1동,,삼성,SKT,,디지털/가전,,,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1704374634&seq=63ff24ba6978406e90bb250a93fafb92&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***3,201905**,M,4,,,      ,          ,,서울,강남구,도곡2동,,,,,,,,,,,,패션의류,,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2010115325&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***4,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,양덕동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,KT,,,,,,,,,,패션잡화,뷰티,http://m.gsshop.com/prd/prd.gs?prdid=10703621&mseq=399160
D***7,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,,,레저/자동차,,,,,,,,패션의류,http://m.hnsmall.com/display/recommend/goods/list?media=B&site=MOBILE&page=GOODS&goodsCode=13848812&recotype=SR_ASOV&recocnt=9
D***9,201905**,M,3,,,      ,          ,,울산,울주군,범서읍,,,,,,,,,,식품/건강,,,,식품/건강,http://mitem.auction.co.kr/vip?itemNo=B551347011
D***8,201905**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,홍도동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",삼성,LG U+,,디지털/가전,,,,,,,,,디지털/가전,http://mapi.wemakeprice.com/app/deal/deal_info/3243229?device_type=android&app_version=4.40.2&menu_loc_id=0&version=4.40.2&recommend_type=0&os_type=2&os_version=23&intro=0&tablet2=2&os=android&tablet1=480
D***1,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 완산구,효자동1가,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,,,뷰티,,,,,,,뷰티,http://m.gsshop.com/prd/prd.gs?prdid=50209207&bnclick=main-t02_ptiA_RelatedItemItemArViewTvVer2Refine640&rank=1&mseq=A00054-L_D-1&fromApp=Y
D***1,201905**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 완산구,효자동1가,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,,,,생활/주방,,,,,,뷰티,http://mitem.auction.co.kr/ItemDescription?ItemNo=B645017134
D***8,201905**,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,아파트/ 주상복합,대구,달성군,다사읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,KT,,,,,,,,,패션의류,,디지털/가전,http://mitem.auction.co.kr/ItemDescription?ItemNo=B716581052
D***7,201905**,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,아파트/ 주상복합,경기,수원시 영통구,이의동,,삼성,SKT,,,,,,스포츠패션,,,,,스포츠패션,http://m.11st.co.kr/MW/api/app/elevenst/search/listing.tmall?ab=C&abTest=search_190902&searchKeyword=데상트티셔츠&decSearchKeyword=데상트티셔츠&viewType=image&searchMetaYN=Y
D***0,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동작구,상도1동,,애플,KT,,,,,,,,,,패션잡화,뷰티,http://m.gsshop.com/deal/deal.gs?dealNo=50444635&rank=48&ab=a&gsid=cateshop-mresult&sectSeq=1379441-D-A
D***1,201905**,M,2,무직,100만원 미만,아니오,          ,아파트/ 주상복합,충남,논산시,내동,,삼성,SKT,,,,,,,,,패션의류,,패션의류,http://display.cjmall.com/m/mocode/M1089338?shop_id=2002112507&prd_detail_pop=Y
D***5,201905**,M,2,,,      ,          ,,경기,안양시 동안구,호계2동,,,,,,,,,,,,,패션잡화,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1741762938&trTypeCd=MAS05&trCtgrNo=950075&appId=01&appType=appmw&appVCA=811&deviceID=5e82fcf6-8ff1-3a9f-99a8-97783f66814f&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***9,201905**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,당진읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,LG U+,,,,,생활/주방,,,,,,디지털/가전,http://m.coupang.com/vm/products/162147171/items/465787198/offers/banner?vendorItemId=4160560294&sdpVisitKey=1gjqrq1auirtu9b6sz
D***1,201905**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,서구,연희동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,,,,,,,,,패션의류,,패션의류,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=576442682&seq=d4aab5723d2d495e84bcb33f18b9da4a&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***3,201905**,M,5,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,갈현2동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",LG,LG U+,,,,,생활/주방,,,,,,패션잡화,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1200490209&trTypeCd=MAS04&trCtgrNo=950075&appId=01&appType=appmw&appVCA=811&deviceID=5e82fcf6-8ff1-3a9f-99a8-97783f66814f&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***8,201905**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,신림동,,삼성,SKT,,,,,생활/주방,,,,,,가구/인테리어,http://mitem.auction.co.kr/ItemDescription?ItemNo=B462015321
D***4,201905**,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,관악구,낙성대동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,,디지털/가전,,,,,,,,,디지털/가전,http://gmapi.gmarket.co.kr/api/Search/GetRecommendKeyword?primeKeyword=브리타정수기필터&needDiver=true
D***4,201905**,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,관악구,낙성대동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,,,,,,,,,패션의류,,디지털/가전,http://m.gsshop.com/prd/prd.gs?prdid=50176264&lseq=397375&pgmID=316784&mseq=A00323-L_LETC-PRD
D***7,201905**,M,2,,,      ,          ,,서울,서대문구,남가좌1동,,,,,,,,,,식품/건강,,,,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1687914064&trTypeCd=MAS05&trCtgrNo=950075&appId=01&appType=appmw&appVCA=811&deviceID=3a80a438-6a4a-3a2c-9e35-5c873f0f8911&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***9,201905**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,단독주택,대구,동구,신천1.2동,,삼성,LG U+,,,,,생활/주방,,,,,,생활/주방,http://m.gsshop.com/deal/deal.gs?dealNo=50062493&mseq=A00061-L-33&arm=2-F-U&expId=today_open&fromApp=Y
D***9,201905**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,방화동,,삼성,SKT,,,,,생활/주방,,,,,,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/search/listing.tmall?ab=B&abTest=search_190604&searchKeyword=깨끗한나라 벚꽃 30롤 3팩&decSearchKeyword=깨끗한나라+벚꽃+30롤+3팩&sortCd=L
D***8,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,단독주택,대구,달서구,송현1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,,,,패션잡화,패션의류,http://m.gsshop.com/prd/prd.gs?prdid=50466374
D***2,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,대전,서구,갈마2동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",애플,SKT,,,,,,,,,패션의류,,뷰티,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=607466490&seq=90514e323844479da1cf28c7a03ce5a9&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***7,201905**,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,경기,고양시 일산동구,백석동,,삼성,KT,,디지털/가전,,,,,,,,,생활/주방,http://m.coupang.com/vm/products/78417603/items/253146496/offers/banner?vendorItemId=3910584694&sdpVisitKey=44pxincwza2r15vgcy
D***1,201905**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,유촌동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",애플,SKT,,,,,생활/주방,,,,,,생활/주방,http://capi.coupang.com/v3/search-filter?filter=KEYWORD:환갑|EXTRAS:channel/user|GET_FILTER:NONE@SEARCH
D***0,201905**,M,2,,,      ,          ,,서울,서대문구,홍은동,,,,,,,,,스포츠패션,,,,,뷰티,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2462512601&appId=01&appType=appmw&appVCA=831&deviceID=d6598a4b-77fc-3ce7-bc09-b619d63d8dc8&tStoreYN=N&deviceType=android&detailViewType=webviewReady&callNewApi=Y
